"DEPCOM","COM","POP"
34189,"Olonzac",1770
34190,"Oupia",245
34191,"Pailhès",570
34192,"Palavas-les-Flots",5977
34193,"Pardailhan",183
34194,"Paulhan",3937
34195,"Pégairolles-de-Buèges",50
34196,"Pégairolles-de-l'Escalette",159
34197,"Péret",1020
34198,"Pérols",8985
34199,"Pézenas",8280
34200,"Pézènes-les-Mines",241
34201,"Pierrerue",292
34202,"Pignan",7019
34203,"Pinet",1745
34204,"Plaissan",1196
34205,"Les Plans",279
34206,"Poilhes",559
34207,"Pomérols",2293
34208,"Popian",350
34209,"Portiragnes",3134
34210,"Le Pouget",2054
34211,"Le Poujol-sur-Orb",1083
34212,"Poujols",164
34213,"Poussan",5972
34214,"Pouzolles",1171
34215,"Pouzols",967
34216,"Le Pradal",332
34217,"Prades-le-Lez",5467
34218,"Prades-sur-Vernazobre",310
34219,"Prémian",518
34220,"Le Puech",242
34221,"Puéchabon",485
34222,"Puilacher",578
34223,"Puimisson",1077
34224,"Puissalicon",1353
34225,"Puisserguier",2912
34226,"Quarante",1767
34227,"Restinclières",1888
34228,"Rieussec",66
34229,"Riols",767
34230,"Les Rives",144
34231,"Romiguières",23
34232,"Roquebrun",605
34233,"Roqueredonde",209
34234,"Roquessels",104
34235,"Rosis",287
34236,"Rouet",65
34237,"Roujan",2158
34238,"Saint-André-de-Buèges",39
34239,"Saint-André-de-Sangonis",5927
34240,"Saint-Aunès",3439
34241,"Saint-Bauzille-de-la-Sylve",812
34242,"Saint-Bauzille-de-Montmel",1022
34243,"Saint-Bauzille-de-Putois",1977
34244,"Saint-Brès",2948
34245,"Saint-Chinian",1677
34247,"Saint-Clément-de-Rivière",4877
34249,"Saint-Drézéry",2526
34250,"Saint-Étienne-d'Albagnan",306
34251,"Saint-Étienne-de-Gourgas",494
34252,"Saint-Étienne-Estréchoux",260
34253,"Saint-Félix-de-l'Héras",34
34254,"Saint-Félix-de-Lodez",1169
34255,"Saint-Gély-du-Fesc",9795
34258,"Saint-Geniès-de-Fontedit",1593
34257,"Saint-Geniès-de-Varensal",209
34256,"Saint-Geniès-des-Mourgues",1876
34259,"Saint-Georges-d'Orques",5397
34260,"Saint-Gervais-sur-Mare",858
34261,"Saint-Guilhem-le-Désert",253
34262,"Saint-Guiraud",221
34263,"Saint-Hilaire-de-Beauvoir",420
34264,"Saint-Jean-de-Buèges",197
34265,"Saint-Jean-de-Cornies",721
34266,"Saint-Jean-de-Cuculles",483
34267,"Saint-Jean-de-Fos",1696
34268,"Saint-Jean-de-la-Blaquière",627
34269,"Saint-Jean-de-Minervois",148
34270,"Saint-Jean-de-Védas",10008
34271,"Saint-Julien",220
34272,"Saint-Just",3255
34273,"Saint-Martin-de-l'Arçon",139
34274,"Saint-Martin-de-Londres",2755
34276,"Saint-Mathieu-de-Tréviers",4790
34277,"Saint-Maurice-Navacelles",183
34278,"Saint-Michel",48
34279,"Saint-Nazaire-de-Ladarez",354
34280,"Saint-Nazaire-de-Pézan",626
34281,"Saint-Pargoire",2276
34282,"Saint-Paul-et-Valmalle",1124
34283,"Saint-Pierre-de-la-Fage",130
34285,"Saint-Pons-de-Mauchiens",659
34284,"Saint-Pons-de-Thomières",1885
34286,"Saint-Privat",404
34287,"Saint-Saturnin-de-Lucian",276
34288,"Saint-Sériès",983
34289,"Saint-Thibéry",2665
34291,"Saint-Vincent-d'Olargues",357
34290,"Saint-Vincent-de-Barbeyrargues",666
34248,"Sainte-Croix-de-Quintillargues",902
34292,"Salasc",301
34293,"La Salvetat-sur-Agout",1141
34294,"Saturargues",971
34295,"Saussan",1588
34296,"Saussines",1033
34297,"Sauteyrargues",410
34298,"Sauvian",5353
34299,"Sérignan",6956
34300,"Servian",4937
34301,"Sète",43229
34302,"Siran",733
34303,"Sorbs",35
34304,"Soubès",931
34305,"Le Soulié",130
34306,"Soumont",184
34307,"Sussargues",2751
34308,"Taussac-la-Billière",446
34309,"Teyran",4586
34310,"Thézan-lès-Béziers",2987
34312,"La Tour-sur-Orb",1273
34311,"Tourbes",1621
34313,"Tressan",659
34314,"Le Triadou",462
34315,"Usclas-d'Hérault",418
34316,"Usclas-du-Bosc",218
34317,"La Vacquerie-et-Saint-Martin-de-Castries",190
34318,"Vacquières",651
34319,"Vailhan",158
34320,"Vailhauquès",2553
34321,"Valergues",2071
34322,"Valflaunès",763
34323,"Valmascle",40
34324,"Valras-Plage",4207
34325,"Valros",1616
34326,"Vélieux",86
34327,"Vendargues",6232
34328,"Vendémian",1056
34329,"Vendres",2702
34331,"Verreries-de-Moussans",97
34332,"Vias",5719
34333,"Vic-la-Gardiole",3261
34334,"Vieussan",266
34335,"Villemagne-l'Argentière",433
34336,"Villeneuve-lès-Béziers",4207
34337,"Villeneuve-lès-Maguelone",10012
34338,"Villeneuvette",71
34339,"Villespassans",171
34340,"Villetelle",1433
34341,"Villeveyrac",3795
34342,"Viols-en-Laval",199
34343,"Viols-le-Fort",1211
35001,"Acigné",6740
35002,"Amanlis",1719
35003,"Andouillé-Neuville",886
35005,"Arbrissel",306
35006,"Argentré-du-Plessis",4396
35007,"Aubigné",474
35008,"Availles-sur-Seiche",684
35009,"Baguer-Morvan",1705
35010,"Baguer-Pican",1681
35012,"Bain-de-Bretagne",7331
35013,"Bains-sur-Oust",3478
35014,"Bais",2419
35015,"Balazé",2228
35016,"Baulon",2160
35017,"La Baussaine",667
35018,"La Bazouge-du-Désert",1087
35019,"Bazouges-la-Pérouse",1808
35021,"Beaucé",1365
35022,"Bécherel",669
35023,"Bédée",4308
35024,"Betton",11735
35025,"Billé",1052
35026,"Bléruais",107
35027,"Boisgervilly",1664
35028,"Boistrudan",710
35029,"Bonnemain",1566
35030,"La Bosse-de-Bretagne",649
35031,"La Bouëxière",4447
35033,"Bourg-des-Comptes",3264
35032,"Bourgbarré",4132
35034,"La Boussac",1181
35035,"Bovel",605
35037,"Bréal-sous-Montfort",6131
35038,"Bréal-sous-Vitré",646
35039,"Brécé",2106
35040,"Breteil",3584
35041,"Brie",950
35042,"Brielles",687
35044,"Broualan",373
35045,"Bruc-sur-Aff",863
35046,"Les Brulais",553
35047,"Bruz",18266
35049,"Cancale",5121
35050,"Cardroc",574
35051,"Cesson-Sévigné",17526
35052,"Champeaux",504
35054,"Chanteloup",1815
35055,"Chantepie",10435
35056,"La Chapelle-aux-Filtzméens",815
35057,"La Chapelle-Bouëxic",1475
35058,"La Chapelle-Chaussée",1271
35064,"La Chapelle-de-Brain",969
35059,"La Chapelle-des-Fougeretz",4773
35060,"La Chapelle du Lou du Lac",1003
35061,"La Chapelle-Erbrée",698
35062,"La Chapelle-Janson",1450
35063,"La Chapelle-Saint-Aubert",439
35065,"La Chapelle-Thouarault",2170
35066,"Chartres-de-Bretagne",7800
35067,"Chasné-sur-Illet",1537
35068,"Châteaubourg",7064
35069,"Châteaugiron",9966
35070,"Châteauneuf-d'Ille-et-Vilaine",1722
35071,"Le Châtellier",427
35072,"Châtillon-en-Vendelais",1679
35075,"Chauvigné",845
35076,"Chavagne",4015
35077,"Chelun",349
35078,"Cherrueix",1110
35079,"Chevaigné",2265
35080,"Cintré",2278
35081,"Clayes",904
35082,"Coësmes",1474
35084,"Comblessac",689
35085,"Combourg",5940
35086,"Combourtillé",611
35087,"Cornillé",966
35088,"Corps-Nuds",3296
35089,"La Couyère",479
35090,"Crevin",2828
35091,"Le Crouais",574
35092,"Cuguen",839
35093,"Dinard",10027
35094,"Dingé",1636
35095,"Dol-de-Bretagne",5693
35096,"Domagné",2305
35097,"Domalain",2018
35098,"La Dominelais",1377
35099,"Domloup",3522
35101,"Dourdain",1159
35102,"Drouges",519
35103,"Eancé",403
35104,"Epiniac",1426
35105,"Erbrée",1702
35106,"Ercé-en-Lamée",1497
35107,"Ercé-près-Liffré",1808
35108,"Essé",1093
35109,"Étrelles",2543
35110,"Feins",977
35111,"Le Ferré",687
35112,"Fleurigné",974
35114,"Forges-la-Forêt",265
35115,"Fougères",20418
35116,"La Fresnais",2541
35117,"Gaël",1634
35118,"Gahard",1467
35119,"Gennes-sur-Seiche",950
35120,"Gévezé",5301
35121,"Gosné",1991
35122,"La Gouesnière",1893
35123,"Goven",4363
35124,"Grand-Fougeray",2445
35125,"La Guerche-de-Bretagne",4243
35126,"Guichen",8568
35127,"Guignen",3902
35128,"Guipel",1696
35176,"Guipry-Messac",6961
35130,"Hédé-Bazouges",2247
35131,"L' Hermitage",4437
35132,"Hirel",1392
35133,"Iffendic",4469
35134,"Les Iffs",272
35135,"Irodouër",2262
35136,"Janzé",8279
35137,"Javené",2067
35138,"Laignelet",1163
35139,"Laillé",5026
35140,"Lalleu",567
35141,"Landavran",692
35142,"Landéan",1205
35143,"Landujan",934
35144,"Langan",979
35145,"Langon",1421
35146,"Langouet",601
35148,"Lanrigan",152
35149,"Lassy",1702
35150,"Lécousse",3233
35151,"Lieuron",785
35152,"Liffré",7609
35153,"Lillemer",358
35154,"Livré-sur-Changeon",1700
35155,"Lohéac",649
35156,"Longaulnay",616
35157,"Le Loroux",653
35159,"Lourmais",326
35160,"Loutehel",258
35161,"Louvigné-de-Bais",1899
35162,"Louvigné-du-Désert",3374
35163,"Luitré-Dompierre",1851
35257,"Maen Roch",4850
35164,"Marcillé-Raoul",766
35165,"Marcillé-Robert",959
35166,"Marpiré",1053
35167,"Martigné-Ferchaud",2603
35169,"Maxent",1466
35170,"Mecé",608
35171,"Médréac",1827
35172,"Meillac",1848
35173,"Melesse",6576
35174,"Mellé",651
35175,"Mernel",1034
35308,"Mesnil-Roc'h",4301
35177,"La Mézière",4892
35178,"Mézières-sur-Couesnon",1752
35179,"Miniac-Morvan",3931
35180,"Miniac-sous-Bécherel",774
35181,"Le Minihic-sur-Rance",1449
35183,"Mondevert",819
35186,"Mont-Dol",1093
35184,"Montauban-de-Bretagne",5840
35185,"Montautour",264
35187,"Monterfil",1327
35188,"Montfort-sur-Meu",6653
35189,"Montgermont",3364
35190,"Monthault",265
35192,"Montreuil-des-Landes",240
35193,"Montreuil-le-Gast",1936
35194,"Montreuil-sous-Pérouse",1015
35195,"Montreuil-sur-Ille",2383
35196,"Mordelles",7363
35197,"Mouazé",1586
35198,"Moulins",716
35199,"Moussé",336
35200,"Moutiers",929
35201,"Muel",894
35202,"La Noë-Blanche",1002
35203,"La Nouaye",357
35204,"Nouvoitou",3099
35206,"Noyal-Châtillon-sur-Seiche",6919
35205,"Noyal-sous-Bazouges",385
35207,"Noyal-sur-Vilaine",6008
35208,"Orgères",4729
35210,"Pacé",11739
35211,"Paimpont",1711
35212,"Pancé",1171
35214,"Parcé",650
35215,"Parigné",1336
35216,"Parthenay-de-Bretagne",1748
35217,"Le Pertre",1389
35218,"Le Petit-Fougeray",894
35219,"Pipriac",3745
35220,"Piré-Chancé",2901
35221,"Pléchâtel",2789
35222,"Pleine-Fougères",1980
35223,"Plélan-le-Grand",3949
35224,"Plerguer",2722
35225,"Plesder",790
35226,"Pleugueneuc",1903
35227,"Pleumeleuc",3329
35228,"Pleurtuit",6806
35229,"Pocé-les-Bois",1293
35230,"Poilley",378
35231,"Poligné",1201
35363,"Pont-Péan",4463
35191,"Les Portes du Coglais",2391
35232,"Princé",380
35233,"Québriac",1579
35234,"Quédillac",1186
35235,"Rannée",1094
35236,"Redon",9014
35237,"Renac",1009
35238,"Rennes",216815
35239,"Retiers",4357
35240,"Le Rheu",8740
35241,"La Richardais",2295
35242,"Rimou",336
35282,"Rives-du-Couesnon",2858
35243,"Romagné",2404
35244,"Romazy",254
35245,"Romillé",3905
35246,"Roz-Landrieux",1340
35247,"Roz-sur-Couesnon",1003
35248,"Sains",483
35250,"Saint-Armel",1981
35251,"Saint-Aubin-d'Aubigné",3796
35252,"Saint-Aubin-des-Landes",948
35253,"Saint-Aubin-du-Cormier",3837
35255,"Saint-Benoît-des-Ondes",994
35256,"Saint-Briac-sur-Mer",2070
35258,"Saint-Brieuc-des-Iffs",340
35259,"Saint-Broladre",1132
35261,"Saint-Christophe-de-Valains",225
35260,"Saint-Christophe-des-Bois",574
35263,"Saint-Coulomb",2707
35264,"Saint-Didier",2052
35265,"Saint-Domineuc",2532
35266,"Saint-Erblon",3078
35268,"Saint-Ganton",424
35270,"Saint-Georges-de-Gréhaigne",370
35271,"Saint-Georges-de-Reintembault",1498
35272,"Saint-Germain-du-Pinel",915
35273,"Saint-Germain-en-Coglès",2051
35274,"Saint-Germain-sur-Ille",925
35275,"Saint-Gilles",4984
35276,"Saint-Gondran",537
35277,"Saint-Gonlay",354
35278,"Saint-Grégoire",9639
35279,"Saint-Guinoux",1210
35280,"Saint-Hilaire-des-Landes",1038
35281,"Saint-Jacques-de-la-Lande",13087
35283,"Saint-Jean-sur-Vilaine",1266
35284,"Saint-Jouan-des-Guérets",2646
35285,"Saint-Just",1065
35286,"Saint-Léger-des-Prés",264
35287,"Saint-Lunaire",2356
35300,"Saint-M'Hervé",1356
35288,"Saint-Malo",46097
35289,"Saint-Malo-de-Phily",1084
35290,"Saint-Malon-sur-Mel",576
35292,"Saint-Marc-le-Blanc",1689
35291,"Saint-Marcan",448
35295,"Saint-Maugan",544
35296,"Saint-Médard-sur-Ille",1287
35297,"Saint-Méen-le-Grand",4635
35299,"Saint-Méloir-des-Ondes",4086
35302,"Saint-Onen-la-Chapelle",1143
35304,"Saint-Ouen-des-Alleux",1296
35305,"Saint-Péran",410
35306,"Saint-Père-Marc-en-Poulet",2298
35307,"Saint-Pern",1033
35309,"Saint-Rémy-du-Plain",828
35310,"Saint-Sauveur-des-Landes",1511
35311,"Saint-Séglin",566
35312,"Saint-Senoux",1840
35314,"Saint-Suliac",907
35316,"Saint-Sulpice-des-Landes",809
35315,"Saint-Sulpice-la-Forêt",1332
35317,"Saint-Symphorien",603
35318,"Saint-Thual",915
35319,"Saint-Thurial",2084
35320,"Saint-Uniac",537
35249,"Sainte-Anne-sur-Vilaine",1018
35262,"Sainte-Colombe",351
35294,"Sainte-Marie",2249
35321,"Saulnières",773
35322,"Le Sel-de-Bretagne",1106
35324,"La Selle-en-Luitré",613
35325,"La Selle-Guerchaise",154
35326,"Sens-de-Bretagne",2554
35327,"Servon-sur-Vilaine",3676
35328,"Sixt-sur-Aff",2129
35329,"Sougéal",570
35330,"Taillis",1001
35331,"Talensac",2488
35332,"Teillay",1061
35333,"Le Theil-de-Bretagne",1734
35334,"Thorigné-Fouillard",8463
35335,"Thourie",802
35336,"Le Tiercent",174
35337,"Tinténiac",3635
35338,"Torcé",1187
35339,"Trans-la-Forêt",583
35340,"Treffendel",1257
35342,"Trémeheuc",343
35343,"Tresbœuf",1255
35345,"Trévérien",884
35346,"Trimer",214
35362,"Le Tronchet",1161
35004,"Val-Couesnon",4191
35168,"Val d'Anast",3980
35347,"Val-d'Izé",2590
35350,"Vergéal",804
35351,"Le Verger",1445
35352,"Vern-sur-Seiche",7911
35353,"Vezin-le-Coquet",5727
35354,"Vieux-Viel",315
35355,"Vieux-Vy-sur-Couesnon",1216
35356,"Vignoc",1910
35357,"Villamée",313
35358,"La Ville-ès-Nonais",1203
35359,"Visseiche",823
35360,"Vitré",18037
35361,"Le Vivier-sur-Mer",1039
36001,"Aigurande",1428
36002,"Aize",116
36003,"Ambrault",894
36004,"Anjouin",331
36005,"Ardentes",3860
36006,"Argenton-sur-Creuse",4927
36007,"Argy",603
36008,"Arpheuilles",223
36009,"Arthon",1250
36010,"Azay-le-Ferron",862
36158,"Badecon-le-Pin",751
36011,"Bagneux",174
36012,"Baraize",351
36013,"Baudres",438
36014,"Bazaiges",205
36015,"Beaulieu",55
36016,"Bélâbre",968
36017,"La Berthenoux",397
36018,"Le Blanc",6389
36019,"Bommiers",305
36020,"Bonneuil",79
36021,"Les Bordes",895
36022,"Bouesse",439
36023,"Bouges-le-Château",266
36024,"Bretagne",147
36025,"Briantes",605
36026,"Brion",572
36027,"Brives",258
36028,"La Buxerette",109
36029,"Buxeuil",222
36030,"Buxières-d'Aillac",256
36031,"Buzançais",4505
36032,"Ceaulmont",727
36033,"Celon",407
36034,"Chabris",2750
36035,"Chaillac",1095
36036,"Chalais",140
36037,"La Champenoise",268
36038,"Champillet",153
36040,"La Chapelle-Orthemale",111
36041,"La Chapelle-Saint-Laurian",148
36042,"Chasseneuil",702
36043,"Chassignolles",568
36044,"Châteauroux",43741
36045,"Châtillon-sur-Indre",2567
36046,"La Châtre",4109
36047,"La Châtre-Langlin",521
36048,"Chavin",271
36049,"Chazelet",122
36050,"Chezelles",476
36051,"Chitray",182
36052,"Chouday",153
36053,"Ciron",572
36054,"Cléré-du-Bois",246
36055,"Clion",1023
36056,"Cluis",996
36057,"Coings",880
36058,"Concremiers",649
36059,"Condé",238
36060,"Crevant",718
36061,"Crozon-sur-Vauvre",340
36062,"Cuzion",441
36063,"Déols",7513
36064,"Diors",785
36065,"Diou",256
36066,"Douadic",445
36068,"Dun-le-Poëlier",426
36067,"Dunet",101
36069,"Écueillé",1261
36070,"Éguzon-Chantôme",1384
36071,"Étrechet",1008
36073,"Feusines",211
36074,"Fléré-la-Rivière",552
36075,"Fontenay",88
36076,"Fontgombault",249
36077,"Fontguenand",238
36078,"Fougerolles",350
36079,"Francillon",78
36080,"Frédille",71
36081,"Gargilesse-Dampierre",285
36082,"Gehée",255
36083,"Giroux",116
36084,"Gournay",290
36085,"Guilly",244
36086,"Heugnes",394
36087,"Ingrandes",317
36088,"Issoudun",11905
36089,"Jeu-les-Bois",394
36090,"Jeu-Maloches",127
36091,"Lacs",653
36092,"Langé",285
36093,"Levroux",2947
36094,"Lignac",459
36095,"Lignerolles",101
36096,"Lingé",229
36097,"Liniez",325
36098,"Lizeray",82
36099,"Lourdoueix-Saint-Michel",315
36100,"Lourouer-Saint-Laurent",270
36101,"Luant",1504
36104,"Lurais",249
36105,"Lureuil",263
36106,"Luzeret",153
36102,"Luçay-le-Libre",99
36103,"Luçay-le-Mâle",1366
36107,"Lye",740
36108,"Lys-Saint-Georges",221
36109,"Le Magny",1085
36110,"Maillet",263
36111,"Malicornay",195
36112,"Mâron",762
36113,"Martizay",952
36114,"Mauvières",310
36115,"Menetou-sur-Nahon",118
36116,"Ménétréols-sous-Vatan",118
36117,"Le Menoux",430
36118,"Méobecq",374
36119,"Mérigny",537
36120,"Mers-sur-Indre",653
36121,"Meunet-Planches",174
36122,"Meunet-sur-Vatan",194
36123,"Mézières-en-Brenne",1001
36124,"Migné",275
36125,"Migny",129
36126,"Montchevrier",451
36127,"Montgivray",1600
36128,"Montierchaume",1643
36129,"Montipouret",556
36130,"Montlevicq",115
36131,"Mosnay",474
36132,"La Motte-Feuilly",58
36133,"Mouhers",229
36134,"Mouhet",414
36135,"Moulins-sur-Céphons",293
36136,"Murs",127
36137,"Néons-sur-Creuse",381
36138,"Néret",191
36139,"Neuillay-les-Bois",659
36140,"Neuvy-Pailloux",1196
36141,"Neuvy-Saint-Sépulchre",1653
36142,"Niherne",1586
36143,"Nohant-Vic",450
36144,"Nuret-le-Ferron",305
36145,"Obterre",191
36146,"Orsennes",758
36147,"Orville",138
36148,"Oulches",409
36149,"Palluau-sur-Indre",789
36150,"Parnac",501
36152,"Paudy",452
36153,"Paulnay",323
36154,"Le Pêchereau",1863
36155,"Pellevoisin",758
36156,"Pérassay",362
36157,"La Pérouille",457
36159,"Le Poinçonnet",5851
36160,"Pommiers",224
36161,"Le Pont-Chrétien-Chabenet",925
36162,"Poulaines",845
36163,"Pouligny-Notre-Dame",720
36164,"Pouligny-Saint-Martin",222
36165,"Pouligny-Saint-Pierre",1069
36166,"Préaux",161
36167,"Preuilly-la-Ville",162
36168,"Prissac",613
36169,"Pruniers",515
36170,"Reboursin",109
36171,"Reuilly",2025
36172,"Rivarennes",566
36173,"Rosnay",519
36174,"Roussines",360
36175,"Rouvres-les-Bois",286
36176,"Ruffec",589
36177,"Sacierges-Saint-Martin",318
36178,"Saint-Aigny",282
36179,"Saint-Aoustrille",227
36180,"Saint-Août",836
36181,"Saint-Aubin",180
36182,"Saint-Benoît-du-Sault",602
36184,"Saint-Chartier",510
36185,"Saint-Christophe-en-Bazelle",379
36186,"Saint-Christophe-en-Boucherie",257
36187,"Saint-Civran",140
36188,"Saint-Cyran-du-Jambot",216
36189,"Saint-Denis-de-Jouhet",971
36191,"Saint-Florentin",534
36192,"Saint-Gaultier",1833
36194,"Saint-Genou",971
36195,"Saint-Georges-sur-Arnon",575
36196,"Saint-Gilles",110
36197,"Saint-Hilaire-sur-Benaize",302
36198,"Saint-Lactencin",423
36200,"Saint-Marcel",1585
36202,"Saint-Maur",3642
36203,"Saint-Médard",48
36204,"Saint-Michel-en-Brenne",323
36205,"Saint-Pierre-de-Jards",122
36207,"Saint-Plantaire",616
36209,"Saint-Valentin",279
36190,"Sainte-Fauste",274
36193,"Sainte-Gemme",262
36199,"Sainte-Lizaigne",1176
36208,"Sainte-Sévère-sur-Indre",776
36210,"Sarzay",307
36211,"Sassierges-Saint-Germain",477
36212,"Saulnay",157
36213,"Sauzelles",245
36214,"Sazeray",302
36215,"Ségry",504
36216,"Selles-sur-Nahon",70
36217,"Sembleçay",101
36218,"Sougé",143
36219,"Tendu",648
36220,"Thenay",891
36221,"Thevet-Saint-Julien",389
36222,"Thizay",232
36223,"Tilly",137
36224,"Tournon-Saint-Martin",1159
36225,"Le Tranger",176
36226,"Tranzault",352
36227,"Urciers",250
36229,"Val-Fouzon",996
36228,"Valençay",2367
36230,"Vatan",1988
36231,"Velles",985
36232,"Vendœuvres",1064
36233,"La Vernelle",748
36234,"Verneuil-sur-Igneraie",309
36235,"Veuil",376
36236,"Vicq-Exemplet",319
36237,"Vicq-sur-Nahon",729
36238,"Vigoulant",102
36239,"Vigoux",461
36240,"Vijon",303
36241,"Villedieu-sur-Indre",2697
36242,"Villegongis",113
36243,"Villegouin",331
36244,"Villentrois-Faverolles-en-Berry",892
36246,"Villiers",170
36247,"Vineuil",1228
36248,"Vouillon",234
37001,"Abilly",1151
37002,"Ambillou",1786
37003,"Amboise",12610
37004,"Anché",416
37005,"Antogny-le-Tillac",510
37006,"Artannes-sur-Indre",2628
37007,"Assay",166
37008,"Athée-sur-Cher",2673
37009,"Autrèche",427
37010,"Auzouer-en-Touraine",2216
37011,"Avoine",1743
37012,"Avon-les-Roches",548
37013,"Avrillé-les-Ponceaux",481
37014,"Azay-le-Rideau",3491
37015,"Azay-sur-Cher",3082
37016,"Azay-sur-Indre",385
37018,"Ballan-Miré",7975
37019,"Barrou",470
37020,"Beaulieu-lès-Loches",1767
37022,"Beaumont-en-Véron",2699
37021,"Beaumont-Louestault",1684
37023,"Beaumont-Village",259
37024,"Benais",922
37025,"Berthenay",708
37026,"Betz-le-Château",571
37027,"Bléré",5272
37028,"Bossay-sur-Claise",758
37029,"Bossée",330
37030,"Le Boulay",793
37031,"Bourgueil",3923
37032,"Bournan",272
37033,"Boussay",218
37034,"Braslou",306
37035,"Braye-sous-Faye",310
37036,"Braye-sur-Maulne",172
37037,"Brèches",248
37038,"Bréhémont",769
37039,"Bridoré",524
37040,"Brizay",280
37041,"Bueil-en-Touraine",319
37042,"Candes-Saint-Martin",199
37043,"Cangey",1062
37044,"La Celle-Guenand",372
37045,"La Celle-Saint-Avant",1080
37046,"Céré-la-Ronde",459
37047,"Cerelles",1198
37048,"Chambon",321
37049,"Chambourg-sur-Indre",1291
37050,"Chambray-lès-Tours",11578
37051,"Champigny-sur-Veude",851
37053,"Chanceaux-près-Loches",129
37054,"Chanceaux-sur-Choisille",3515
37055,"Channay-sur-Lathan",841
37052,"Chançay",1137
37056,"La Chapelle-aux-Naux",571
37057,"La Chapelle-Blanche-Saint-Martin",685
37058,"La Chapelle-sur-Loire",1433
37059,"Charentilly",1257
37060,"Chargé",1304
37061,"Charnizay",502
37062,"Château-la-Vallière",1780
37063,"Château-Renault",5001
37064,"Chaumussay",226
37065,"Chaveignes",552
37066,"Chédigny",558
37067,"Cheillé",1801
37068,"Chemillé-sur-Dême",719
37069,"Chemillé-sur-Indrois",222
37070,"Chenonceaux",351
37071,"Chezelles",133
37072,"Chinon",8242
37073,"Chisseaux",598
37074,"Chouzé-sur-Loire",2081
37075,"Cigogné",434
37076,"Cinais",423
37077,"Cinq-Mars-la-Pile",3566
37078,"Ciran",414
37079,"Civray-de-Touraine",1840
37080,"Civray-sur-Esves",202
37081,"Cléré-les-Pins",1410
37082,"Continvoir",412
37083,"Cormery",1780
37232,"Coteaux-sur-Loire",1926
37084,"Couesmes",501
37086,"Courcelles-de-Touraine",494
37087,"Courcoué",255
37085,"Courçay",807
37088,"Couziers",112
37089,"Cravant-les-Côteaux",672
37090,"Crissay-sur-Manse",99
37091,"La Croix-en-Touraine",2294
37092,"Crotelles",691
37093,"Crouzilles",531
37094,"Cussay",570
37095,"Dame-Marie-les-Bois",352
37115,"Descartes",3489
37096,"Dierre",608
37097,"Dolus-le-Sec",671
37098,"Draché",745
37099,"Druye",950
37100,"Épeigné-les-Bois",423
37101,"Épeigné-sur-Dême",159
37103,"Esves-le-Moutier",144
37104,"Esvres",6010
37105,"Faye-la-Vineuse",253
37106,"La Ferrière",310
37107,"Ferrière-Larçon",247
37108,"Ferrière-sur-Beaulieu",734
37109,"Fondettes",10307
37110,"Francueil",1377
37111,"Genillé",1521
37112,"Gizeux",390
37113,"Le Grand-Pressigny",916
37114,"La Guerche",180
37116,"Les Hermites",562
37117,"Hommes",886
37118,"Huismes",1475
37119,"L' Île-Bouchard",1553
37121,"Jaulnay",258
37122,"Joué-lès-Tours",37893
37123,"Langeais",4666
37124,"Larçay",2462
37125,"Lémeré",518
37126,"Lerné",296
37127,"Le Liège",364
37128,"Lignières-de-Touraine",1308
37129,"Ligré",1065
37130,"Ligueil",2188
37131,"Limeray",1308
37133,"Loché-sur-Indrois",506
37132,"Loches",6277
37134,"Louans",648
37136,"Le Louroux",531
37137,"Lublé",144
37138,"Lussault-sur-Loire",789
37139,"Luynes",5097
37140,"Luzé",250
37141,"Luzillé",983
37142,"Maillé",578
37143,"Manthelan",1363
37145,"Marcé-sur-Esves",242
37146,"Marcilly-sur-Maulne",230
37147,"Marcilly-sur-Vienne",554
37148,"Marigny-Marmande",595
37149,"Marray",471
37144,"Marçay",519
37150,"Mazières-de-Touraine",1331
37151,"La Membrolle-sur-Choisille",3324
37152,"Mettray",2068
37153,"Monnaie",4439
37154,"Montbazon",4313
37155,"Monthodon",631
37156,"Montlouis-sur-Loire",10666
37157,"Montrésor",341
37158,"Montreuil-en-Touraine",832
37159,"Monts",7794
37160,"Morand",347
37161,"Mosnes",804
37162,"Mouzay",474
37163,"Nazelles-Négron",3532
37165,"Neuil",440
37166,"Neuillé-le-Lierre",794
37167,"Neuillé-Pont-Pierre",2004
37168,"Neuilly-le-Brignon",300
37169,"Neuville-sur-Brenne",899
37170,"Neuvy-le-Roi",1078
37171,"Noizay",1139
37172,"Notre-Dame-d'Oé",4125
37173,"Nouans-les-Fontaines",750
37174,"Nouâtre",823
37175,"Nouzilly",1250
37176,"Noyant-de-Touraine",1215
37177,"Orbigny",732
37178,"Panzoult",595
37179,"Parçay-Meslay",2369
37180,"Parçay-sur-Vienne",644
37181,"Paulmy",233
37182,"Pernay",1349
37183,"Perrusson",1486
37184,"Le Petit-Pressigny",336
37185,"Pocé-sur-Cisse",1639
37186,"Pont-de-Ruan",1189
37187,"Ports",359
37188,"Pouzay",878
37189,"Preuilly-sur-Claise",1003
37190,"Pussigny",168
37191,"Razines",236
37192,"Reignac-sur-Indre",1238
37193,"Restigné",1226
37194,"Reugny",1690
37195,"La Riche",10448
37196,"Richelieu",1716
37197,"Rigny-Ussé",501
37198,"Rillé",306
37199,"Rilly-sur-Vienne",489
37200,"Rivarennes",1004
37201,"Rivière",696
37202,"La Roche-Clermault",518
37203,"Rochecorbon",3146
