"DEPCOM","COM","POP"
18146,"Ménétréol-sous-Sancerre",315
18147,"Ménétréol-sur-Sauldre",212
18148,"Méreau",2610
18149,"Méry-ès-Bois",577
18150,"Méry-sur-Cher",678
18151,"Montigny",387
18152,"Montlouis",109
18153,"Morlac",329
18154,"Mornay-Berry",183
18155,"Mornay-sur-Allier",431
18156,"Morogues",438
18157,"Morthomiers",761
18158,"Moulins-sur-Yèvre",852
18159,"Nançay",832
18160,"Nérondes",1481
18161,"Neuilly-en-Dun",224
18162,"Neuilly-en-Sancerre",253
18163,"Neuvy-Deux-Clochers",280
18164,"Neuvy-le-Barrois",139
18165,"Neuvy-sur-Barangeon",1156
18166,"Nohant-en-Goût",600
18167,"Nohant-en-Graçay",306
18168,"Le Noyer",219
18169,"Nozières",215
18170,"Oizon",675
18171,"Orcenais",253
18172,"Orval",1814
18173,"Osmery",263
18174,"Osmoy",269
18175,"Ourouer-les-Bourdelins",615
18176,"Parassy",414
18177,"Parnay",64
18178,"La Perche",205
18179,"Pigny",962
18180,"Plaimpied-Givaudins",1999
18181,"Plou",529
18182,"Poisieux",223
18183,"Le Pondy",144
18184,"Précy",345
18185,"Presly",248
18186,"Preuilly",441
18187,"Préveranges",525
18188,"Primelles",247
18189,"Quantilly",470
18190,"Quincy",868
18191,"Raymond",199
18192,"Reigny",256
18193,"Rezay",213
18194,"Rians",973
18195,"Sagonne",190
18196,"Saint-Aignan-des-Noyers",94
18197,"Saint-Amand-Montrond",9437
18198,"Saint-Ambroix",364
18199,"Saint-Baudel",250
18200,"Saint-Bouize",312
18201,"Saint-Caprais",767
18202,"Saint-Céols",14
18203,"Saint-Christophe-le-Chaudry",104
18204,"Saint-Denis-de-Palin",302
18205,"Saint-Doulchard",9505
18206,"Saint-Éloy-de-Gy",1541
18207,"Saint-Florent-sur-Cher",6537
18209,"Saint-Georges-de-Poisieux",456
18210,"Saint-Georges-sur-la-Prée",611
18211,"Saint-Georges-sur-Moulon",696
18212,"Saint-Germain-des-Bois",628
18213,"Saint-Germain-du-Puy",5085
18214,"Saint-Hilaire-de-Court",595
18215,"Saint-Hilaire-de-Gondilly",179
18216,"Saint-Hilaire-en-Lignières",491
18217,"Saint-Jeanvrin",152
18218,"Saint-Just",643
18219,"Saint-Laurent",502
18220,"Saint-Léger-le-Petit",355
18221,"Saint-Loup-des-Chaumes",299
18223,"Saint-Martin-d'Auxigny",2397
18224,"Saint-Martin-des-Champs",304
18225,"Saint-Maur",295
18226,"Saint-Michel-de-Volangis",468
18228,"Saint-Outrille",220
18229,"Saint-Palais",619
18230,"Saint-Pierre-les-Bois",287
18231,"Saint-Pierre-les-Étieux",711
18232,"Saint-Priest-la-Marche",229
18233,"Saint-Satur",1426
18234,"Saint-Saturnin",422
18236,"Saint-Symphorien",134
18238,"Saint-Vitte",131
18208,"Sainte-Gemme-en-Sancerrois",427
18227,"Sainte-Montaine",181
18235,"Sainte-Solange",1135
18237,"Sainte-Thorette",480
18240,"Sancergues",649
18241,"Sancerre",1393
18242,"Sancoins",3080
18243,"Santranges",410
18244,"Saugy",79
18245,"Saulzais-le-Potier",497
18246,"Savigny-en-Sancerre",1030
18247,"Savigny-en-Septaine",712
18248,"Senneçay",472
18249,"Sens-Beaujeu",399
18250,"Serruelles",74
18251,"Sévry",62
18252,"Sidiailles",303
18253,"Soulangis",497
18254,"Soye-en-Septaine",583
18255,"Le Subdray",932
18256,"Subligny",341
18258,"Sury-en-Vaux",703
18259,"Sury-ès-Bois",270
18257,"Sury-près-Léré",711
18260,"Tendron",93
18261,"Thaumiers",417
18262,"Thauvenay",332
18263,"Thénioux",664
18264,"Thou",76
18265,"Torteron",795
18266,"Touchay",262
18267,"Trouy",3959
18268,"Uzay-le-Venon",401
18269,"Vailly-sur-Sauldre",654
18270,"Vallenay",741
18271,"Vasselay",1447
18272,"Veaugues",633
18273,"Venesmes",821
18274,"Verdigny",309
18275,"Vereaux",140
18276,"Vernais",193
18277,"Verneuil",34
18278,"Vesdun",564
18279,"Vierzon",25903
18280,"Vignoux-sous-les-Aix",719
18281,"Vignoux-sur-Barangeon",2119
18282,"Villabon",577
18283,"Villecelin",94
18284,"Villegenon",218
18285,"Villeneuve-sur-Cher",444
18286,"Villequiers",479
18287,"Vinon",297
18288,"Vorly",232
18289,"Vornay",593
18290,"Vouzeron",566
19001,"Affieux",359
19002,"Aix",392
19003,"Albignac",254
19004,"Albussac",731
19005,"Allassac",3903
19006,"Alleyrat",98
19007,"Altillac",861
19008,"Ambrugeat",205
19009,"Les Angles-sur-Corrèze",112
19010,"Argentat-sur-Dordogne",3016
19011,"Arnac-Pompadour",1133
19012,"Astaillac",232
19013,"Aubazines",914
19014,"Auriac",229
19015,"Ayen",714
19016,"Bar",308
19017,"Bassignac-le-Bas",91
19018,"Bassignac-le-Haut",179
19019,"Beaulieu-sur-Dordogne",1299
19020,"Beaumont",114
19021,"Bellechassagne",89
19022,"Benayes",228
19023,"Beynat",1258
19024,"Beyssac",615
19025,"Beyssenac",368
19026,"Bilhac",246
19027,"Bonnefond",113
19028,"Bort-les-Orgues",2677
19029,"Branceilles",279
19030,"Brignac-la-Plaine",980
19031,"Brive-la-Gaillarde",46916
19033,"Bugeat",803
19034,"Camps-Saint-Mathurin-Léobazel",237
19035,"Chabrignac",572
19036,"Chamberet",1372
19037,"Chamboulive",1209
19038,"Chameyrat",1535
19039,"Champagnac-la-Noaille",233
19040,"Champagnac-la-Prune",163
19041,"Chanac-les-Mines",485
19042,"Chanteix",610
19043,"La Chapelle-aux-Brocs",427
19044,"La Chapelle-aux-Saints",266
19045,"La Chapelle-Saint-Géraud",198
19046,"Chapelle-Spinasse",115
19047,"Chartrier-Ferrière",369
19048,"Le Chastang",365
19049,"Chasteaux",762
19050,"Chauffour-sur-Vell",419
19051,"Chaumeil",158
19052,"Chavanac",51
19053,"Chaveroche",233
19054,"Chenailler-Mascheix",208
19055,"Chirac-Bellevue",294
19056,"Clergoux",412
19057,"Collonges-la-Rouge",486
19058,"Combressol",346
19059,"Concèze",413
19060,"Condat-sur-Ganaveix",672
19167,"Confolent-Port-Dieu",40
19061,"Cornil",1340
19062,"Corrèze",1128
19063,"Cosnac",2981
19064,"Couffy-sur-Sarsonne",76
19065,"Courteix",66
19066,"Cublac",1695
19067,"Curemonte",209
19068,"Dampniat",727
19069,"Darazac",138
19070,"Darnets",361
19071,"Davignac",208
19072,"Donzenac",2651
19073,"Égletons",4298
19074,"L' Église-aux-Bois",55
19075,"Espagnac",377
19076,"Espartignac",441
19077,"Estivals",127
19078,"Estivaux",434
19079,"Eyburie",497
19080,"Eygurande",685
19081,"Eyrein",500
19082,"Favars",1072
19083,"Feyt",132
19084,"Forgès",286
19085,"Gimel-les-Cascades",794
19086,"Goulles",332
19087,"Gourdon-Murat",108
19088,"Grandsaigne",52
19089,"Gros-Chastang",181
19090,"Gumond",95
19091,"Hautefage",313
19092,"Le Jardin",81
19093,"Jugeals-Nazareth",972
19094,"Juillac",1126
19095,"Lacelle",137
19096,"Ladignac-sur-Rondelles",406
19097,"Lafage-sur-Sombre",124
19098,"Lagarde-Marc-la-Tour",978
19099,"Lagleygeolle",220
19100,"Lagraulière",1100
19101,"Laguenne-sur-Avalouze",1548
19102,"Lamazière-Basse",299
19103,"Lamazière-Haute",67
19104,"Lamongerie",117
19105,"Lanteuil",507
19106,"Lapleau",381
19107,"Larche",1583
19108,"Laroche-près-Feyt",63
19109,"Lascaux",218
19110,"Latronche",134
19111,"Laval-sur-Luzège",99
19112,"Lestards",106
19113,"Liginiac",606
19114,"Lignareix",164
19115,"Ligneyrac",299
19116,"Liourdres",248
19117,"Lissac-sur-Couze",730
19118,"Le Lonzac",805
19119,"Lostanges",139
19120,"Louignac",236
19121,"Lubersac",2230
19122,"Madranges",193
19123,"Malemort",7985
19124,"Mansac",1427
19125,"Marcillac-la-Croisille",794
19126,"Marcillac-la-Croze",178
19128,"Margerides",305
19129,"Masseret",676
19130,"Maussac",439
19131,"Meilhards",517
19132,"Ménoire",118
19133,"Mercœur",245
19134,"Merlines",718
19135,"Mestes",355
19136,"Meymac",2366
19137,"Meyrignac-l'Église",62
19138,"Meyssac",1275
19139,"Millevaches",81
19140,"Monceaux-sur-Dordogne",636
19141,"Monestier-Merlines",299
19142,"Monestier-Port-Dieu",103
19143,"Montaignac-Saint-Hippolyte",581
19144,"Montgibaud",239
19145,"Moustier-Ventadour",451
19146,"Naves",2320
19147,"Nespouls",635
19148,"Neuvic",1648
19149,"Neuville",189
19150,"Noailhac",378
19151,"Noailles",910
19152,"Nonards",447
19153,"Objat",3640
19154,"Orgnac-sur-Vézère",313
19155,"Orliac-de-Bar",283
19156,"Palazinges",153
19157,"Palisse",225
19158,"Pandrignes",166
19159,"Péret-Bel-Air",91
19160,"Pérols-sur-Vézère",185
19161,"Perpezac-le-Blanc",468
19162,"Perpezac-le-Noir",1166
19163,"Le Pescher",288
19164,"Peyrelevade",850
19165,"Peyrissac",127
19166,"Pierrefitte",91
19168,"Pradines",91
19169,"Puy-d'Arnac",288
19170,"Queyssac-les-Vignes",203
19171,"Reygade",189
19172,"Rilhac-Treignac",110
19173,"Rilhac-Xaintrie",300
19174,"La Roche-Canillac",142
19175,"Roche-le-Peyroux",96
19176,"Rosiers-d'Égletons",1070
19177,"Rosiers-de-Juillac",181
19178,"Sadroc",937
19179,"Saillac",205
19180,"Saint-Angel",709
19181,"Saint-Augustin",423
19182,"Saint-Aulaire",779
19184,"Saint-Bazile-de-Meyssac",130
19186,"Saint-Bonnet-Elvert",207
19188,"Saint-Bonnet-l'Enfantier",400
19187,"Saint-Bonnet-la-Rivière",387
19189,"Saint-Bonnet-les-Tours-de-Merle",48
19190,"Saint-Bonnet-près-Bort",192
19191,"Saint-Cernin-de-Larche",648
19192,"Saint-Chamant",486
19193,"Saint-Cirgues-la-Loutre",176
19194,"Saint-Clément",1323
19195,"Saint-Cyprien",384
19196,"Saint-Cyr-la-Roche",505
19198,"Saint-Éloy-les-Tuileries",102
19199,"Saint-Étienne-aux-Clos",229
19200,"Saint-Étienne-la-Geneste",93
19201,"Saint-Exupéry-les-Roches",596
19204,"Saint-Fréjoux",291
19205,"Saint-Geniez-ô-Merle",90
19206,"Saint-Germain-Lavolps",87
19207,"Saint-Germain-les-Vergnes",1114
19208,"Saint-Hilaire-Foissac",188
19209,"Saint-Hilaire-les-Courbes",158
19210,"Saint-Hilaire-Luc",70
19211,"Saint-Hilaire-Peyroux",978
19212,"Saint-Hilaire-Taurieux",103
19213,"Saint-Jal",629
19214,"Saint-Julien-aux-Bois",466
19215,"Saint-Julien-le-Pèlerin",129
19216,"Saint-Julien-le-Vendômois",249
19217,"Saint-Julien-Maumont",157
19220,"Saint-Martial-de-Gimel",487
19221,"Saint-Martial-Entraygues",84
19222,"Saint-Martin-la-Méanne",340
19223,"Saint-Martin-Sepert",274
19225,"Saint-Merd-de-Lapleau",174
19226,"Saint-Merd-les-Oussines",129
19227,"Saint-Mexant",1307
19228,"Saint-Pantaléon-de-Lapleau",67
19229,"Saint-Pantaléon-de-Larche",4777
19230,"Saint-Pardoux-Corbier",418
19234,"Saint-Pardoux-l'Ortigier",480
19231,"Saint-Pardoux-la-Croisille",177
19232,"Saint-Pardoux-le-Neuf",76
19233,"Saint-Pardoux-le-Vieux",297
19235,"Saint-Paul",221
19236,"Saint-Priest-de-Gimel",495
19237,"Saint-Privat",1075
19238,"Saint-Rémy",227
19239,"Saint-Robert",301
19240,"Saint-Salvadour",300
19241,"Saint-Setiers",285
19242,"Saint-Solve",460
19243,"Saint-Sornin-Lavolps",858
19244,"Saint-Sulpice-les-Bois",84
19245,"Saint-Sylvain",135
19246,"Saint-Viance",1853
19247,"Saint-Victour",186
19248,"Saint-Ybard",685
19249,"Saint-Yrieix-le-Déjalat",344
19202,"Sainte-Féréole",1941
19203,"Sainte-Fortunade",1784
19219,"Sainte-Marie-Lapanouze",59
19250,"Salon-la-Tour",658
19251,"Sarran",275
19252,"Sarroux - Saint Julien",851
19253,"Segonzac",222
19254,"Ségur-le-Château",174
19255,"Seilhac",1737
19256,"Sérandon",349
19257,"Sérilhac",268
19258,"Servières-le-Château",613
19259,"Sexcles",234
19260,"Sioniac",220
19261,"Sornac",759
19262,"Soudaine-Lavinadière",176
19263,"Soudeilles",301
19264,"Soursac",505
19265,"Tarnac",339
19266,"Thalamy",97
19268,"Toy-Viam",37
19269,"Treignac",1361
19270,"Troche",557
19271,"Tudeils",245
19272,"Tulle",14836
19273,"Turenne",838
19274,"Ussac",4178
19275,"Ussel",9736
19276,"Uzerche",2806
19277,"Valiergues",144
19278,"Varetz",2425
19279,"Vars-sur-Roseix",374
19280,"Végennes",181
19281,"Veix",67
19283,"Veyrières",73
19284,"Viam",93
19285,"Vigeois",1195
19286,"Vignols",550
19287,"Vitrac-sur-Montane",267
19288,"Voutezac",1259
19289,"Yssandon",682
"2A001","Afa",3133
"2A004","Ajaccio",70659
"2A006","Alata",3244
"2A008","Albitreccia",1705
"2A011","Altagène",49
"2A014","Ambiegna",68
"2A017","Appietto",1825
"2A018","Arbellara",156
"2A019","Arbori",54
"2A021","Argiusta-Moriccio",76
"2A022","Arro",83
"2A024","Aullène",187
"2A026","Azilone-Ampaza",184
"2A027","Azzana",54
"2A028","Balogna",137
"2A031","Bastelica",533
"2A032","Bastelicaccia",3983
"2A035","Belvédère-Campomoro",165
"2A038","Bilia",46
"2A040","Bocognano",396
"2A041","Bonifacio",3118
"2A048","Calcatoggio",523
"2A056","Campo",110
"2A060","Cannelle",65
"2A061","Carbini",103
"2A062","Carbuccia",393
"2A064","Cardo-Torgia",32
"2A065","Cargèse",1325
"2A066","Cargiaca",55
"2A070","Casaglione",398
"2A071","Casalabriva",213
"2A085","Cauro",1444
"2A089","Ciamannacce",133
"2A090","Coggia",695
"2A091","Cognocoli-Monticchi",169
"2A092","Conca",1100
"2A094","Corrano",72
"2A098","Coti-Chiavari",728
"2A099","Cozzano",273
"2A100","Cristinacce",63
"2A103","Cuttoli-Corticchiato",2009
"2A104","Eccica-Suarella",1179
"2A108","Évisa",219
"2A114","Figari",1446
"2A115","Foce",152
"2A117","Forciolo",81
"2A118","Fozzano",209
"2A119","Frasseto",122
"2A127","Giuncheto",86
"2A128","Granace",90
"2A129","Grossa",43
"2A130","Grosseto-Prugna",3124
"2A131","Guagno",165
"2A132","Guargualé",145
"2A133","Guitera-les-Bains",148
"2A139","Lecci",1735
"2A141","Letia",121
"2A142","Levie",687
"2A144","Lopigna",103
"2A146","Loreto-di-Tallano",53
"2A154","Marignana",110
"2A158","Mela",29
"2A160","Moca-Croce",252
"2A163","Monacia-d'Aullène",528
"2A174","Murzo",97
"2A181","Ocana",605
"2A186","Olivese",226
"2A189","Olmeto",1216
"2A191","Olmiccia",122
"2A196","Orto",55
"2A197","Osani",97
"2A198","Ota",528
"2A200","Palneca",161
"2A203","Partinello",102
"2A204","Pastricciola",97
"2A209","Peri",1999
"2A211","Petreto-Bicchisano",564
"2A212","Piana",482
"2A215","Pianottoli-Caldarello",912
"2A228","Pietrosella",1685
"2A232","Pila-Canale",284
"2A240","Poggiolo",111
"2A247","Porto-Vecchio",12042
"2A249","Propriano",3747
"2A253","Quasquara",51
"2A254","Quenza",190
"2A258","Renno",59
"2A259","Rezza",54
"2A262","Rosazia",49
"2A308","Sainte-Lucie-de-Tallano",424
"2A266","Salice",91
"2A268","Sampolo",80
"2A300","San-Gavino-di-Carbini",1110
"2A295","Sant'Andréa-d'Orcino",110
"2A310","Santa-Maria-Figaniella",100
"2A312","Santa-Maria-Siché",439
"2A270","Sari-d'Orcino",329
"2A269","Sari-Solenzara",1345
"2A271","Sarrola-Carcopino",3267
"2A272","Sartène",3259
"2A276","Serra-di-Ferro",482
"2A278","Serra-di-Scopamène",89
"2A279","Serriera",127
"2A282","Soccia",146
"2A284","Sollacaro",363
"2A285","Sorbollano",78
"2A288","Sotta",1371
"2A322","Tasso",110
"2A323","Tavaco",369
"2A324","Tavera",401
"2A326","Tolla",125
"2A330","Ucciani",501
"2A331","Urbalacone",65
"2A336","Valle-di-Mezzana",444
"2A345","Vero",579
"2A348","Vico",912
"2A349","Viggianello",814
"2A351","Villanova",362
"2A357","Zérubia",43
"2A358","Zévaco",59
"2A359","Zicavo",229
"2A360","Zigliara",130
"2A362","Zonza",2722
"2A363","Zoza",54
"2B002","Aghione",241
"2B003","Aiti",30
"2B005","Alando",35
"2B007","Albertacce",200
"2B009","Aléria",2162
"2B010","Algajola",358
"2B012","Altiani",48
"2B013","Alzi",26
"2B015","Ampriani",24
"2B016","Antisanti",546
"2B020","Aregno",598
"2B023","Asco",119
"2B025","Avapessa",82
"2B029","Barbaggio",303
"2B030","Barrettali",133
"2B033","Bastia",45715
"2B034","Belgodère",623
"2B036","Bigorno",90
"2B037","Biguglia",7923
"2B039","Bisinchi",220
"2B042","Borgo",8760
"2B043","Brando",1630
"2B045","Bustanico",64
"2B046","Cagnano",169
"2B047","Calacuccia",280
"2B049","Calenzana",2342
"2B050","Calvi",5559
"2B051","Cambia",80
"2B052","Campana",18
"2B053","Campi",20
"2B054","Campile",195
"2B055","Campitello",119
"2B057","Canale-di-Verde",321
"2B058","Canari",312
"2B059","Canavaggia",103
"2B063","Carcheto-Brustico",31
"2B067","Carpineto",33
"2B068","Carticasi",27
"2B069","Casabianca",84
"2B072","Casalta",53
"2B073","Casamaccioli",106
"2B074","Casanova",391
"2B075","Casevecchie",67
"2B077","Castellare-di-Casinca",666
"2B078","Castellare-di-Mercurio",31
"2B079","Castello-di-Rostino",471
"2B080","Castifao",152
"2B081","Castiglione",42
"2B082","Castineta",41
"2B083","Castirla",168
"2B084","Cateri",215
"2B086","Centuri",210
"2B087","Cervione",2189
"2B088","Chiatra",222
"2B366","Chisa",100
"2B093","Corbara",907
"2B095","Corscia",129
"2B096","Corte",7446
"2B097","Costa",62
"2B101","Croce",75
"2B102","Crocicchia",70
"2B105","Erbajolo",110
"2B106","Érone",11
"2B107","Ersa",154
"2B109","Farinole",228
"2B110","Favalello",76
"2B111","Felce",51
"2B112","Feliceto",225
"2B113","Ficaja",53
"2B116","Focicchia",26
"2B120","Furiani",5628
"2B121","Galéria",338
"2B122","Gavignano",53
"2B123","Ghisonaccia",4225
"2B124","Ghisoni",212
"2B125","Giocatojo",49
"2B126","Giuncaggio",62
"2B134","L' Île-Rousse",3043
"2B135","Isolaccio-di-Fiumorbo",311
"2B136","Lama",151
"2B137","Lano",25
"2B138","Lavatoggio",150
"2B140","Lento",103
"2B143","Linguizzetta",1107
"2B145","Loreto-di-Casinca",212
"2B147","Lozzi",118
"2B148","Lucciana",5780
"2B149","Lugo-di-Nazza",78
"2B150","Lumio",1180
"2B152","Luri",835
"2B153","Manso",114
"2B155","Matra",44
"2B156","Mausoléo",17
"2B157","Mazzola",28
"2B159","Meria",98
"2B161","Moïta",75
"2B162","Moltifao",682
"2B164","Monacia-d'Orezza",25
"2B165","Moncale",321
"2B166","Monte",607
"2B167","Montegrosso",426
"2B168","Monticello",1923
"2B169","Morosaglia",1043
"2B170","Morsiglia",119
"2B171","Muracciole",34
"2B172","Murato",600
"2B173","Muro",238
"2B175","Nessa",109
"2B176","Nocario",66
"2B177","Noceta",62
"2B178","Nonza",74
"2B179","Novale",62
"2B180","Novella",83
"2B182","Occhiatana",246
"2B183","Ogliastro",99
"2B184","Olcani",82
"2B185","Oletta",1696
"2B187","Olmeta-di-Capocorso",142
"2B188","Olmeta-di-Tuda",488
"2B190","Olmi-Cappella",180
"2B192","Olmo",160
"2B193","Omessa",587
"2B194","Ortale",25
"2B195","Ortiporio",127
"2B199","Palasca",170
"2B201","Pancheraccia",187
"2B202","Parata",24
"2B205","Patrimonio",807
"2B206","Penta-Acquatella",34
"2B207","Penta-di-Casinca",3396
"2B208","Perelli",110
"2B210","Pero-Casevecchie",123
"2B213","Pianello",70
"2B214","Piano",28
"2B216","Piazzali",17
"2B217","Piazzole",41
"2B222","Pie-d'Orezza",37
"2B218","Piedicorte-di-Gaggio",97
"2B219","Piedicroce",100
"2B220","Piedigriggio",138
"2B221","Piedipartino",17
"2B225","Pietra-di-Verde",102
"2B224","Pietracorbara",652
"2B223","Pietralba",504
"2B226","Pietraserena",72
"2B227","Pietricaggio",35
"2B229","Pietroso",289
"2B230","Piève",109
"2B231","Pigna",95
"2B233","Pino",164
"2B234","Piobetta",20
"2B235","Pioggiola",88
"2B239","Poggio-d'Oletta",213
"2B236","Poggio-di-Nazza",176
"2B238","Poggio-di-Venaco",214
"2B241","Poggio-Marinaccio",30
"2B242","Poggio-Mezzana",680
"2B243","Polveroso",42
"2B244","Popolasca",45
"2B245","Porri",43
"2B246","La Porta",193
"2B248","Prato-di-Giovellina",42
"2B250","Prunelli-di-Casacconi",150
"2B251","Prunelli-di-Fiumorbo",3660
"2B252","Pruno",175
"2B255","Quercitello",44
"2B256","Rapaggio",25
"2B257","Rapale",151
"2B260","Riventosa",157
"2B261","Rogliano",563
"2B263","Rospigliani",71
"2B264","Rusio",71
"2B265","Rutali",377
"2B298","Saint-Florent",1655
"2B267","Saliceto",50
"2B297","San-Damiano",58
"2B299","San-Gavino-d'Ampugnani",107
"2B365","San-Gavino-di-Fiumorbo",121
"2B301","San-Gavino-di-Tenda",66
"2B302","San-Giovanni-di-Moriani",94
"2B303","San-Giuliano",726
"2B304","San-Lorenzo",143
"2B305","San-Martino-di-Lota",2901
"2B313","San-Nicolao",1987
"2B292","Sant'Andréa-di-Bozio",72
"2B293","Sant'Andréa-di-Cotone",229
"2B296","Sant'Antonino",127
"2B306","Santa-Lucia-di-Mercurio",111
"2B307","Santa-Lucia-di-Moriani",1428
"2B309","Santa-Maria-di-Lota",1722
"2B311","Santa-Maria-Poggio",743
"2B316","Santa-Reparata-di-Balagna",1012
"2B317","Santa-Reparata-di-Moriani",54
"2B314","Santo-Pietro-di-Tenda",361
"2B315","Santo-Pietro-di-Venaco",277
"2B273","Scata",46
"2B274","Scolca",101
"2B275","Sermano",63
"2B277","Serra-di-Fiumorbo",335
"2B280","Silvareccio",131
"2B281","Sisco",1169
"2B283","Solaro",706
"2B286","Sorbo-Ocagnano",832
"2B287","Sorio",142
"2B289","Soveria",117
"2B290","Speloncato",276
"2B291","Stazzona",39
"2B318","Taglio-Isolaccio",572
"2B319","Talasani",772
"2B320","Tallone",315
"2B321","Tarrano",16
"2B327","Tomino",208
"2B328","Tox",96
"2B329","Tralonca",110
"2B332","Urtaca",230
"2B334","Valle-d'Alesani",109
"2B338","Valle-d'Orezza",43
"2B335","Valle-di-Campoloro",344
"2B337","Valle-di-Rostino",132
"2B333","Vallecalle",137
"2B339","Vallica",26
"2B340","Velone-Orneto",117
"2B341","Venaco",711
"2B342","Ventiseri",2481
"2B343","Venzolasca",1796
"2B344","Verdèse",37
"2B346","Vescovato",2836
"2B347","Vezzani",265
"2B350","Vignale",160
"2B352","Ville-di-Paraso",213
"2B353","Ville-di-Pietrabugno",3323
"2B354","Vivario",432
"2B355","Volpajola",390
"2B356","Zalana",141
"2B361","Zilia",286
"2B364","Zuani",30
21001,"Agencourt",460
21002,"Agey",278
21003,"Ahuy",1210
21004,"Aignay-le-Duc",282
21005,"Aiserey",1400
21006,"Aisey-sur-Seine",176
21007,"Aisy-sous-Thil",224
21008,"Alise-Sainte-Reine",579
21009,"Allerey",170
21010,"Aloxe-Corton",134
21012,"Ampilly-le-Sec",348
21011,"Ampilly-les-Bordes",84
21013,"Ancey",442
21014,"Antheuil",60
21015,"Antigny-la-Ville",102
21021,"Arc-sur-Tille",2670
21016,"Arceau",897
21017,"Arcenant",507
21018,"Arcey",53
21020,"Arconcey",222
21022,"Argilly",513
21023,"Arnay-le-Duc",1425
21024,"Arnay-sous-Vitteaux",111
21025,"Arrans",73
21026,"Asnières-en-Montagne",191
21027,"Asnières-lès-Dijon",1184
21028,"Athée",781
21029,"Athie",75
21030,"Aubaine",95
21031,"Aubigny-en-Plaine",507
21032,"Aubigny-la-Ronce",167
21033,"Aubigny-lès-Sombernon",150
21034,"Autricourt",127
21035,"Auvillars-sur-Saône",331
21036,"Auxant",74
21037,"Auxey-Duresses",304
21038,"Auxonne",7622
21039,"Avelanges",35
21040,"Avosnes",89
21041,"Avot",187
21042,"Bagnot",161
21043,"Baigneux-les-Juifs",242
21044,"Balot",90
21045,"Barbirey-sur-Ouche",216
21046,"Bard-le-Régulier",72
21047,"Bard-lès-Époisses",70
21048,"Barges",621
21049,"Barjon",41
21050,"Baubigny",202
21051,"Baulme-la-Roche",90
21052,"Beaulieu",27
